user,location,tweet
ValoisAl,"Indiana, USA","Her Instagram Handle Was ‘Metaverse.’ Last Month, It Vanished. - The New York Times https://t.co/OJZH5WxKZg"
KarelLukas,"Nashville, TN (USA)",Hiring Enterprise Networking Solutions Engineer (CCNP) in North or Central NJ -- F/T role with work-from-home flexibility at Top Tier Cisco Gold Partner  https://t.co/HpY7fVWEGe
notacleverGM,Oklahoma,"@KlausVonH @Laurie_eee @emapmakerttrpg In Star Wars, iirc, technology hasn't advanced in like 40k plus years. The in universe reason is two main excuses - their tech is already at peak physical limitations and the people don't need to advance.

Like real life civilizations, more technology isn't always better."
AenesidemusOZ,Australia,"@Brian314159265 @RachelFreeland2 “Godess” - yep. You use technology to see that which the naked eye can’t.

You know what star-trails prove?

TWO celestial poles - one North, one South."
Jobsatclark,"Vancouver, WA",We're hiring! Click to apply: Part-time Network Technology Professors - Continuous Pool - https://t.co/bdnVO7ncNZ #VancouverWA #highered
AndersonCutHOME,New York,"“As technology advances, it reverses the characteristics of every situation again and again. The age of automation is going to be the age of ""do it yourself"".”"
OfStrangeMagic,New York,"@LittleRedW1tch - knew how much Master Hamir was against technology.

""Wong thought that it was a really good idea for me to get the man an e-reader. Thought it was a practical gift. On that matter, I'm not arguing with Wong on it."""
Annie50531439,Nevada,"@JLGF88 @gyneth007 @DavidSatterley @Jeffrey78550321 @RepThomasMassie Not that all you pro vaxxers get it.  CDC changed the definition of vaccines, why? Because Pfizer&amp;Moderna are not actual vaccines. mRNA is considered in gene therapy category. I understand the new technology of medicine they are experimenting. But it was too soon for these shots."
_kenshirokasumi,"Los Angeles, CA","@TheCryptoLark And accumulating, of course. Number go up technology only works when you have skin in the game."
CosmosMagazine,Australia,The US Vice President believes wireless headphones are a security risk – and she might be right 🎧 @pdowland https://t.co/Eqtl8NHB3n
LeslieProll,Washington DC,"Every police agency around country ought to adopt these training methods relying on technology. “At time when police use of force is increasingly under scrutiny, experts say training simulations are key way to reduce # of times police fire their weapons.” https://t.co/4mEKuELaAt"
quoteprojectbot,canada,"Technology made large populations possible; large populations now make technology indispensable.
-- By Joseph Wood Krutch #398"
NIFAus,Australia,"Congratulations to Synchron’s #Stentrode – which has been recognised as one of @TIME Magazine’s #BestInventionsOf2021.

Proud to have supported this innovative Australian technology with @UniMelb in its early developments using the 7T MRI in 2016.

https://t.co/fsTgjfXbKv"
EddieWouldGrow,Chicago,"Digital was supposed to alleviate the deluge of direct mail, but technology has made the problem even worse as now our digital mailboxes are far more cluttered than our physical mail."
XgoMonstrous,U.S.A.,"This technology, if used to fuel starships entirely, would solve 10% of the climate crisis. If it gets cheaper as it scales bigger, it could reverse the climate crisis. https://t.co/cjtsN8Wsqq"
OfStrangeMagic,New York,"@LittleRedW1tch - bit old fashioned. Of course Stephen couldn't wait for Master Hamir to open his gift. Most wanted rather exotic items Master Hamir wanted nothing.

""I know it's bad for me to think that way, but Wong thinks that we should embrace technology a bit more.""

He sighed softly as he-"
motoridersd,"San Diego, CA",@ruff_bluffs It's ridiculously incorrect in terms of technology but it's incredible and I love it
Cybertraps,"Brooklyn, NY","Technology Raises All Boats with Rosemary Coates #Cybertraps 79 -----
For more great Cybertraps content 2x / week, subscribe to ""The Cybertraps Podcast"" (https://t.co/xOBojCdqy8)
----- https://t.co/dDc7S4Lwsc #parenting #teachers"
soma77,"Sparks, Nevada","Capitol riot misinformation persists: False claims continue to circulate on Facebook https://t.co/ZVVgS662Bl Russia and Republicans are putting lies, fake information and Russian propaganda out in social media to fool Americans and incite more violence in USA"
back_ttys,Kentucky,I'm just glad this politician from California is here to explain this mysterious technology to dumb rednecks like myself.
susp_manifold,"Saskatoon, Saskatchewan","@GreatCheshire That's horrible.
Although, surprising to hear considering the typical knowledge gap between generations about computer technology. That is some weird-ass effort to go through to creep on your child."
chriscerrone,"Brooklyn, NY","At the end of the day, people are gonna like what they're gonna like — but me, I'm most personally excited when current technology challenges our ability to rethink paradigms. 4/4"
ALTMONEYFUND,info@altmoneyfund.com,"Instagram disabled artist’s @metaverse handle after Facebook rebranded to Meta

https://t.co/70Shau8hLh @ Manhattan Beach, California https://t.co/TfTNPsN4mm"
newsfilterio,"New York, NY",SiriusXM Names Joseph Inzerillo Chief Product &amp; Technology Officer $SIRI https://t.co/BnMSHHrCpE
FINIENInsights,"Long Beach, CA","“But the @metaverse example highlights the breadth of this power,” she said, adding that under Facebook’s policies, users “essentially have no rights.” (not even to their user name) – https://t.co/7u6TrVg3k2"
MissKatherineLK,"Washington, DC",USPS built and secretly tested a mobile voting system before 2020 via /r/technology https://t.co/RA7VUBeAAm #tech #new #trends
HarcourtRosalie,NEW YORK ,@WapSwapFinance One of the most beautiful projects I've ever seen! Join now... #WapSwapFinance #WapSwap #WAP #blockchain #cryptocurrency #technology #bitcoin #money #crypto #Binance #BNB #cryptocurrencies #fintech
sparkyMcpenguin,"Nevada, USA","@DHSgov @SecMayorkas @BradStone @technology Learned words, @att with @Lookout security embedded with the plan.

Multiple anti-virus is not a bad thing, @Grammarly just ""bogged"" down the learned dictionary words.

@KatTimpf 
@KennedyNation 
@Gutfeldfox 
@JesseBWatters 
@PlanetTyrus 

Learn better.

@HARRISFAULKNER thanks."
OD_Technology,"Boston, MA",@Torbin_ my inbox has been flourishing teach new people about their pc's its been fun
savtah8,"California, USA","@FadilNazih @israel_advocacy @cbrisk1 you are quoting a so called Dr El Hayek(LEBANESE?), rather ignorant premise . where did GERMANY come into it,? the MONGOL KHAZARS spoke HEBREW and GERMAN? only a MORON would fall for this.  you have a computer( ISRAELI TECHNOLOGY) go INVESTIGATE, or is it too complicated for you"
Rhl15738352,Salt Lake City UT,"@DHSgov @SecMayorkas @BradStone @technology He should go to the nearest @USCIS office and start working on paperwork instead! They wasted 100k green cards this year, they need every last man/woman that they can get to push the paperwork."
BarillaCareers,"Chicago, Ames (IA) & Avon (NY)","Looking for a fantastic opportunity to grow? Come join the Northbrook, IL team as a SAP Professional https://t.co/kKv7m3tdde #Technology #Software"
caparsons,"Toronto, ON","The Log4Shell 0-day, four days on: What is it, and how bad is it really? https://t.co/kAbAopUeWq"
Makemoneygift,United States,"@bscstation @AppCalo @MehediH84512184
 
@shehab2407
 
@rifatahmed2225

i believed this amazing project will burning the future. brilliant business of genius brain passion with hype technology energy. excellent step on big way to the moon 🚀🌙
#BSCStation, #BSCS, #CaloApp"
newsfilterio,"New York, NY",Sarcos Technology and Robotics Strengthens Leadership Team by Appointing Ben Wolff Executive Chairman and Technology Veteran Kiva Allgood as New Chief Exe.. $STRC https://t.co/nWHSLeNBgL
Joinrevolutionx,"Albuquerque, NM","@ThomasBurkhartB Thanks for asking.  I have many ideas and would love to chat some time about it.
I am the founder and executive director of one of the only nonprofit ""methadone clinics "" in the U.S.  State of the Heart Recovery is focused on integrating state-of-the-art technology with healing"
AINewsFeed,United States,eDesk Awarded ‘Innovative New Technology’ for eDesk Smart Inbox in Deloitte Ireland Technology Fas... https://t.co/HqA2nciNle #ai #ml #dl
MIweddings,Michigan,I just entered into the @TCL_USA Enjoy More Holiday Sweepstakes for a chance to win a new piece of technology everyday from their Holiday Gift Guide! #GiftWithTCL 🎁 https://t.co/P0fZWabiiD #EnjoyMore
srjones50,"Bartow, FL","Bartow 22 McKeel 6 end of 1
Boys Varsity Basketball: The Bartow High School Yellow Jackets lead the Mckeel Academy Of Technology Wildcats 22 to 6 at the end of the 1st quarter
https://t.co/ZSeBTxVKxn
#ScoreStream"
CaptainWildes,United States,"“Hydrogen-electric engines are one of the most promising paths to zero-emission air travel for smaller aircraft, and this [@ZeroAvia] investment will keep @united out in front of this important emerging technology,” United's CEO Scott Kirby said. 
https://t.co/crQaxbeiAi"
autogynefiles,Brooklyn,"Morpheus: With this technology, we can train you in any skill in mere seconds.

Neo: Yooo, how about karate?

Morpheus: Sure thing Neo. Sit back. 

{Morpheus puts Neo into a dick-sucking training simulation instead}

Neo: Bro, what was that for!?

{Morpheus pulls out his dick}"
MazeSlays,"Toronto, Ontario","@talks_when @schmelty @EdTubb ""The J&amp;J vaccine does not use the mRNA technology used in the other two approved vaccines, which teach cells to make a protein that prompts an immune response.""

https://t.co/a5lHvdRZLn"
jimstewartson,"Los Angeles, CA",@davetroy An explosion of peaceful beautiful technology. Is that right? I might need a diagram.
eyenigma,"Los Angeles, CA",@RepublicService a giant middle finger to your company for suspending service. Can't wait until technology automates you out of existence.
ZaqsTech,"Boston, MA",MPs call for online safety bill overhaul to protect children and penalise tech firms https://t.co/vW67ontmtH
ABC12WJRT,Mid-Michigan,"The $41 million dollar hospital will provide cutting edge technology, therapy and medical care to those patients needing rehab services. https://t.co/zeJlYEjDaS"
HimanshuBrar,"Toronto, Ontario","Inside Facebook, Jan. 6 violence fueled anger, regret over missed... - https://t.co/Txo76A4v0p via @trendspottr #MARK1051"
infinity_wm,"Oakbrook Terrace, Il 60181","NASA’s newest X-ray observatory rocketed into orbit Thursday to shed light on exploded stars, black holes, and other violent high-energy events unfolding in the universe. ABC News has the details. #science #space https://t.co/WxmzrteDn8"
dxsherpa,"Delaware, USA","What happens when you implement #ServiceNow #ITBM with #dxsherpa
Improved technology decision-making around maintenance and management of applications 
#Businessmanagement"
FredPGabriel,New York City,What a top global tech investment firm sees in its home city https://t.co/bXrhjzwQi4 Latest News - Crain's New York Business CNYB
postandcourier,"Charleston, SC","Technology and energy companies helped pull stocks lower on Wall Street Monday, a downbeat start to the week following the market's best weekly gain since February.

https://t.co/JIj9Dhux7C"
davetroy,"Baltimore, MD","“What if Bitcoin was actually first contact with an alien civilization? Like… nuking the planet with piece from outer space. It’s an explosion of peace rather than war… what’s so beautiful about this technology. It’s out of our control.” - Tomer on Spaces, echoing QAnon 2020"
NoahNwosu75,"Calgary, Alberta",@Skupygraph @SaharaReporters @SkupyTough The west eliminated things like anopheles mosquitoes that cause malaria. In summer there are mosquitoes in Canada but they don’t transmit malaria. The west really used technology to shape their society which we aren’t able to do in Africa. Leadership and politics failed Africa
VesperAegis,Seattle WA,"@KryptoTed @frank_fiat @robertNorth14 @FoxNews By all means, I would love to see a model suggesting that there is absolutely nothing we could do and that the best solution is to simply throw up our hands and do nothing.  That would be nihilism; even assuming worst case scenario, we can still develop new technology over time."
mmekus18,"Manhattan, NY","We don’t have culture any longer, people. Technology has destroyed the ability to be sexy for so many people!"
iamdwal,"Dallas, TX","@JenatPie @EricssonRagnar No- we look at mental health and our schools. Peoples morals, values and ethics are shit compared to what they used to be… also innocent people have always been killed since the beginning of humanity - you just see it more now because of technology"
philritz1,"Tribeca, Manhattan","America bans its greenest and cheapest technology today.  
Our suburbs ban walkable mixed-use row-homes.
Different building codes make economies of scale impossible today. 
There no “Apple” of housing because the USA makes that company illegal."
galenherz,"Austin, TX","@RedRoomCooper Sure, I support vaccines for public schools and univeristies. That's a bit different than across all of society, using vaccines with a new technology unlike all previous vaccines"
jerbotnet,Canada,I wonder how users can be assured that they remain in control of what they own within a platform / system? https://t.co/8sR9OQGf8h
4_hypatia,LEFT COAST USA,"@wiseunclebuck @hotincleveland Would I take another vaccine if required for Omicron? YES. The science on how these mRNA vaccines work is well established and understood; the CRISPR technology make it essentially plug-n-play.

Do your research!!!"
1StarAtaTyme,"Ontario, CA",@mrsjs2021 @BoiRodri @msTKinTO @CessaPerry @marabscott @TextbookAmI I bet he didn't even make it himself. He doesn't seem to be great with technology.
KimoParr,"Washington, USA",@evren__7 Your Twitter name is a violation of India's Information Technology Act??
alexa__jay,"New Jersey, USA",Microsoft teams up with iFixit to bring official repairability tools to independent repairers via /r/technology https://t.co/5TPsb1LORQ
_Nonie_No,"Michigan, USA",We noticing a lot more teachers getting caught thanks to technology. Sick af https://t.co/431TTov1Q5
WrestleNoir,"Arlington, TX","@DavidFowlerJr1 It was supposed to say keen, I don't understand this modern technology."
arreffbee,New Hampshire,"Fill tanks with methane-producing algae and leave them in the sun. Collect the methane, fly a methalox rocket with it. Collect the algae biomass and turn it into biodiesel. The technology isn't new, it's just inefficient, but if you're willing to work at a HUGE scale... https://t.co/K5z268ZX6u"
chroniclecloud,USA,"Top 5 Features that make Chronicle Cloud the best notes taking app for teachers: 

https://t.co/XTMI3fCmse

#Teachers #technology #edtech"
guncelkalnet,Amerika Birleşik Devletleri,Elon Musk says he’s single and basically living in a ‘technology monastery’ following his split with Grimes https://t.co/K1LAoMPafK
Darth__El89,"Miami, FL","I’m starting to thinking they’re slowly reintroducing us to ancient technology. They are ofcourse going to make it seem new and revolutionary, for control purposes."
PonyProdWTVY,"Dothan, Alabama","Federation Starships. Most of them look awesome inside and out.

The triumphant fanfare at the end of some episodes as the ship flies away.

An optimistic future with the positives of technology, Earth at peace, humanity united. https://t.co/2l2zuQWD5h"
joyavim,NYC,"Cookie is still terrible at technology, so since his kid moved out he has not owned a computer. His daughter, obviously, is a scrappy hacker with digital implants in her hair (""no, dad, it's untraceable. who do you think i am?"") to free up her hands for punching"
gnaarlyduude,"Atlanta, GA",I’m convinced people who still do android vs iPhone jokes are stuck in grade school and refuse to update themselves on new technology https://t.co/n9cewaaXTT
SwansonRodney,"Williamsburg, VA",I just entered into the @TCL_USA Enjoy More Holiday Sweepstakes for a chance to win a new piece of technology everyday from their Holiday Gift Guide! #GiftWithTCL 🎁 https://t.co/a8CVje8i7K #EnjoyMore
leoventuresllc,"Chicago, IL",Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/O7mPXfwI7n
MJDiAmore,"Arlington, VA","@realHauswiesner @GlennYoungkin You mean the modern, innovation based German technology economy that is effectively propping up the entire Eurozone?  And has the 5th highest GDP of any nation?  And despite high energy costs still have 80% support for clean energy investment?

""Failing economy"" lol"
JMacockoff,"Cleveland, OH",@ctjtarheel @beckermania1 @gage__bright @AdamSchefter Right. Its a completely new technology that the world is being the lab rats for. If it was purely about fighting covid the government would allow covaxin and Novavax both traditional inactivated virus vaccines. I'd take them. I won't take an unproven experiment.
rebeccaklar_,"Washington, D.C. ",The fatal collapse of an Amazon facility in Illinois after a tornado swept the heartland on Friday is putting a spotlight on concerns that critics have raised about worker safety at the e-commerce giant’s warehouses. https://t.co/JL0ryJJ14o
synchronouscity,"San Francisco, CA","Not to mention we must grapple with other possible downsides of the technology. And this is true of any tech. Heck, I've been in the open data business for a long while. I carry healthy skepticism there that has served me in building programs that are grounded in context. 7/n"
synchronouscity,"San Francisco, CA","Admittedly, technology can shape context, but it's not uni-directional and any change project must consider the network of effects that can happen. Simply because it can be used for creating abundance, does not mean it will. 6/n"
synchronouscity,"San Francisco, CA","In the case of web3 emerging tech, we just need to be mindful of it's applications. I hear a lot of very well-meaning beliefs in the positive power of the tech, but without engaging the political, social &amp; historical dimensions, it's just another technology with promise 4/n"
synchronouscity,"San Francisco, CA","Rather my philosophical rejection is around people using technology to create artificial scarcity. There's a broader belief here for me: while the tech may enable all sorts of great things, it is not deterministic. I'm always skeptical of technological determinism. 2/n"
synchronouscity,"San Francisco, CA","@Sarasti @JakeBlockchain Some updates will need more than a single tweet. Twitter not a great platform for nuance :-) My issue is not with the technology, tho I see how it comes off that way.  1/n"
MaryamSabzevari,"Toronto, Ontario",We were paying for @RogersBiz #ignite 500 service for years only to find out when we were canceling our int that #rogers doesn’t even have the technology in our area! This is stealing in broad daylight! @RogersBiz
kevingee,"Texas, USA","@JosephWalikonis @RBReich Robert Reich doesn't understand markets, jobs, technology, business, and a whole lot more."
sd_so,"New York, USA","Some thoughts on how media companies have traditionally thought about new sectors, and how they should be considering the next cycle of emergent technology change. https://t.co/QRWi5ktJF5"
MorgaineSwann,"Garrett, KY","If humans wake up, the world 100 years from now would be a more egalitarian society with no poverty, no hunger, a more matriarchal body of leaders, sustainable energy &amp; resources, great advancements in art and technology in a biophilic, earth-loving, caring culture &amp; economy. https://t.co/HqvafVXAoX"
Techmeme,United States,"UK MPs propose changes to the UK's Online Safety Bill, including adding more offenses and fines, mandating tech firms appoint a ""safety controller"", and more (BBC)

https://t.co/nzy6a1pjpx
https://t.co/uU1WLeTtHV"
stevenrenderos,"Oakland, CA","It angers me that white men like this tech company's CEO, Blake Resnick, can dream up horrible uses for this technology. It speaks to the fundamentally broken process of tech innovation, that only centers whiteness, and frames harms as humane."
stevenrenderos,"Oakland, CA","The application of drone technology in this way is absolutely abhorrent, but it's merely a reflection of a culture in the US that sees migrants as less than human. 
https://t.co/wfG9sHZ9hz"
iamChuckRussell,"Camp Hill, PA","Interesting... Uncharted: Legacy of Thieves Collection Out 28th January on PS5 - Push Square

#technology #tech #technews

Read More Here:
https://t.co/P94icjN1Yo"
GregTodd_,"Atlanta, GA","Birds Aren’t Real, or Are They? Inside a Gen Z Conspiracy Theory. https://t.co/1vsCOswDdA"
Reddragon2169,"Ohio, USA",@Skopin830 @Rapp719 @LxthuL @Royal2 @HCS He literally knew nothing about technology lol. You can’t use a machine to lower your ping. Lol the most you can do is clear the cache in your router and make sure you don’t have a bunch of shit open. After that it’s literally connecting to the server closest to you
waxy,"Portland, OR",TikTok Couch Guy writes about the experience of being investigated online: he was at the center of a low-stakes relationship conspiracy theory https://t.co/N6Hh0T6mfo
_oftoday_,"Clarksville, VA","Technology Sector Update for 12/13/2021: STRC,ALPP,PWSC,VNET  Technology stocks were mostly lower late in Monday trading, with the SPDR Technology Select Sector ETF (XLK) slipping 0.9%, while the Phil https://t.co/AvLl1myEk8"
ewadorotaz,"Madison, WI","Have a look at freely available presentations on technology in neuroscience and cell biology.
https://t.co/uwtUWZTjgJ"
RajVermaCEO,"Palo Alto, CA","Next time you take an #Uber, or get your dinner from #ubereats, think about the technology that makes it work. https://t.co/9m1RVKn44r"
Erinjoytweets,Cereal City,"@HeatherTDay This sounds like an amazing book!! I’d feel bad asking a question without having read it, as I’m sure she covers a lot of territory (including what to do if we realize we’re using technology as a way to numb).

I can’t wait to listen!"
InsiderAlerts4U,United States,"$STX:

New Insider Filing on Seagate Technology Holdings plc's

Director

STEPHANIE TILENIUS:

https://t.co/I4ZRBBb392"
TheFlighter,"Los Angeles, CA",Shred waves like never before with this electric surfboard. #gadgets #technology #geek https://t.co/jsHj7ktPbk
CSISKoreaChair,"Washington, DC","""We are divided and have reliance on external economies, but Korea is a strong country in many ways. So we have to take into account these various aspects and we need to put more priority on security over economy and technology over the market."" (2/2)"
garciaclaire11,"San Francisco, CA","How Israel uses facial recognition to monitor West Bank Palestinians https://t.co/1Kgz9lCuz8 via @FRANCE24 
These practices are reminiscent of tactics used in genocides to first establish the other before 'ridding society' of them. Another example of unequal civil liberties."
towards_AI,United States,I tried the Oculus Quest 2 VR headset and its VR-capable web browser via #TowardsAI → https://t.co/KT3EusXd8A #MachineLearning #ML #ArtificialIntelligence #MLOps #AI #DataScience #DeepLearning #Technology #Programming #News #Research #Coding #AIDevelopment
423gray,"Jonesborough, TN","@JGB331 @batmaaaannnn After 29yrs of employment, we don't know what new technology in testing is out there. 
Getting that resume thing done was enough."
sd_so,"New York, USA","Looking to the next gen of technology, it is tempting to say the “streaming wars” are all that matters to media companies."
sd_so,"New York, USA","In industries facing imminent change (like media), companies often hire people to help them figure out where technology enables new  revenue or cost reduction opportunities."
KlausVonH,Minnesota,"@Laurie_eee @emapmakerttrpg This reminds me of when a friend got me to play a Star Wars game that took place like...2000 years before the movies. It had the same flying motorcycles from the original third movie, and I was like ""How has technology not changed in 2000 years? Not even the design is different!"""
SureStepRisk,"New York, NY","If you need a #GRC technology or platform to continuously monitor your business implement a risk approach that could handle ever-evolving #risks, Surestep's #OneTrust is the answer! Engage with us to find out more info@surestepsi.com"
LACARECAREERS,"Los Angeles, CA",We're hiring! Click to apply: Lead Information Technology Solutions Delivery - https://t.co/XbdTifL2OZ #Healthcare #PatientCare
gntlmnking,"New York, USA","Honestly, I can't remember. I've had said doctor, teacher, and farmer in the past. But the one thing I've loved and still love is technology. https://t.co/657TtcG42g"
HFCNews,Los Angeles,Check out The Wild Fire 4in1 Charcoal and Wood Fired Cooking Platform by Scott Kobryn on @Kickstarter https://t.co/rlbYPGxLkb #Design #Cooking #Kitchen #Tech #Technology #Grill #homecook #crowdfunding
TeamYouTube,"San Bruno, CA","@dennikit1 Thanks for the tag – what you're describing goes against our policies. This includes showing viewers how to use apps, websites, or other information technology to gain unauthorized free access to content services that normally require payment. Tweet @ us if you need more info."
technology,San Francisco,"China's top solar manufacturers are ramping up the production of electrolyzers, the equipment needed to make green hydrogen (via @climate) https://t.co/bhBjXmwRYo"
CSISKoreaChair,"Washington, DC","""The current circumstances are very different. The current landscape can be described as great power competition in the areas of military and technology."" (2/2)"
PatrickCMiller,"Portland, OR","The Log4Shell 0-day, four days on: What is it, and how bad is it really? https://t.co/wGLbXTWXvd"
joncors,"Washington, DC","“The three activities with the best support for generally salutary brain effects are physical activity, mindfulness-related practices, and interaction and resonance with other brains. Most of the other stuff? Mixed or just a fizzle.” https://t.co/dxyQKpTb1B"
richontech,"Los Angeles, CA",Ten tech gifts sure to make anyone smile | KTLA https://t.co/Q3iPiBlkTF
leetilitalian,"Albany, NY",The Labor Department Is Investigating Apple's Treatment of Employees https://t.co/wtrkcJjZHl
thorhansen815,"Illinois, USA",@MattOswaltVA He will save billions of future lives with his innovations in technology and progressing humans in the right direction.
kingdomfantasy6,"Minneapolis, MN","@FoldableHuman On top of that...Look, I can PROMISE that hospital IT already has enough trouble helping users of the current system. Let's not make their job harder with an overly complicated and overall useless technology."
MillennialBrnch,Greater New York,"Autonomous trucks are coming, but truck drivers aren't going away https://t.co/xe30IS7o1u #driverless #selfdriving #autonomousvehicles #transportation #AI #tech #technology #future #highways #trucking #jobs"
Andrew_Dennis,Connecticut USA,"Across a wide variety of platforms and technologies, many brands provided a more entertaining #CX than ever this year: 
https://t.co/v9rMsrNL4F"
qubit_sf,"San Francisco, CA","@anildash SF tech folks being unaware of the community around them is an outdated stereotype; some were before, not anymore. Partly this has been forced by extreme institutional awfulness, partly just the product of more folks living here 10+ yrs, but it's a real change."
ChurchSecurityI,"Virginia Beach, VA","Haas, daughter wounded during 2007 Va Tech shooting when 32 students, professors were slain, endorsed proposal, saying “public health approach” is necessary. “Get comprehensive data, guide decision on policy, programs is a must.” She's Va director, Coalition to Stop Gun Violence. https://t.co/rp6IaivgU0"
NamitaNisal,🇺🇸,". @BestBuy your staff told me lies about being able to get Apple care coverage on my phone, and I’ve been following up on this for 1.5 months now. The person had no business lying to me that there’s a deal I would benefit from and selling me total tech support. #customercare"
WGNRadioSports,"Chicago, IL",No. 25 Texas Tech entertains Arkansas State amid challenging stretch https://t.co/6xcUh5GiM7
dmgerbino,"Brewster, NY","Did you interested in tech?

If yes, you should subscribe too this awesome podcast.

The hosts and guests are 👍🏻👍🏻 https://t.co/YKlFgsX5rq"
Debofthenorth,"Ontario, Canada",@brittlestar @BuzzFeedCanada @Junction_56 Best videos on social media! Love your work..my fav was God's tech support lmao
InstantArcade,"Southern California, USA",@mental_thinking My other account could not add to cart at all so I had to watch the timer tick down to zero. I imagine a lot of others had the same tech problem and that's why consoles got released back into the queue.
AlliSim90382798,United States,Facebook Admits in Court That ‘Fact Checks‘ Are Just Opinion https://t.co/7i7kygpHln via @BreitbartNews
ScienceNotDogma,Canada,"@edgarrmcgregor People should really look into how incredibly far meteorologic science has advanced over time, even in just the last decade:

https://t.co/bepjyceuBG

Those who complain about 'inaccurate' forecasts are likely looking too far ahead, or stuck on hyper-local anomalies.🌦️🤔"
SP_Central,"St. Louis, MO","8. My advice is to just start! You don't need a big stream setup or high tech, expensive equipment to do so. As long as you're having fun, that's what's important in the beginning! Get your feet wet slowly but surely. :)"
NickFarruggia,"Washington, DC","@jbarro Do not expect this to continue until we’re back to 2019-levels.

The hotel industry especially is worried that transient business will never bounce all the way back, so CEOs are calming investors by promising “permanent service efficiencies,” etc. Source: Hospitality tech worker."
MicahDanSmith,NC,"Grab these gift cards for the holidays: Netflix, PlayStation, Apple and more #TechDeals #Tech #Cheapskate  https://t.co/seBxOfT8F2"
WeAreSCEagles,"Southfield, MI",New Story: Girls Varsity Basketball wins on the road against Dearborn Advanced Tech 54-35 https://t.co/EgHm1aSxX5
WaffleKingBek,"Washington, USA","@RoraPickles From 2019- end of 2020, I was a mod for a ""stream team"" that was(and still is) like this. They destroyed me mentally, REQUIRED all members to do things that not everyone could do tech wise... it was just a mess. Eventually I had had enough and left. I'm still friends w/ a few."
Ptdev,"New Mexico, USA","An antimask, antivax acquaintance I met while he was transitioning some volunteer website dev work to me has died of Covid. I didn't know him well, but he was a well-educated tech-head. I still don't understand these ppl. #smh"
geraldmoore_jr,"Columbus, OH",@simonembanna My dad started a nonprofit @missionF2030 focused on helping young black boys create viable businesses in tech starting as young as 8. Check it out and support if you feel led.
Bulkly,"Houston, TX",Why breaking up Big Tech won’t work https://t.co/VOULt9A9jB via @markwschaefer
TomMorgan109,"Fairport, NY",WNY chosen as finalist in bid for federal tech hub https://t.co/FKyPP14Vk4 via @TheBuffaloNews
RobRichOkla,"Oklahoma City, OK","@ryanharvey @mwd40 @PFF_College @CALEBcsw @OU_Football Actually Baker did quite well at Tech under kliff Kingsbury and we all now Murray is probably the best QB to play high school football. Made helluva plays out of nothing. Jalen Hurts started as a true freshman at Alabama. Now did he tweak a lit bit of their game, yes...."
brettaesch,"North Newton, KS","With Ewers going to UT, I wouldn’t be shocked if Texas Tech pursued Casey Thompson or Hudson Card hard if one of them entered the transfer portal.

Either one — with the full support of a coaching staff — would be an instant upgrade over what the Red Raiders have at QB right now."
kamarul888,Krypton,"@NicoleDymianiw @XRPenitentiary @r6kimry I been hearing this for years, so far the only thing they will use is the ripple tech, not XRP..."
JohnJon19953168,USA,"@compound248 So is it safe to assume you see them being bought by a bigger player to scale up and not just for their tech? 

Is there a real chance they could monetize their tech (aaS) to enable scale for other players that are behind on their tech investments?"
LoveAndLeftism,NYC,I cannot overstate how perplexing I find it that boomers don't display even an ounce of tech literacy.
the_blakenator,Minneapolis,Payne must have gotten their tech from  Veridian Dynamics #AmericanAuto
j_du_chateau,"Orlando, FL",Bacteria may be key to sustainably extracting earth elements for tech https://t.co/3QXUW0Smwv
KPCWRadio,"Park City, UT","No decision on the Dakota Pacific project this year:
#NonprofitNews 

https://t.co/kGCWeCM7nA"
NWJS_jobs,,"We're hiring! See our latest job opening: IT Advisor, Tech Consulting, A&amp;P-customer Dig Tech Salesforce(Manager) (Multiple https://t.co/qYA9ofj0Bq Tampa, FL"
CleanAcresCTC,"Santa Clara, CA","HYDRO ELECTRICAL TECH, JOURNEY LINEWORKER - Undisclosed - Merced, CA https://t.co/pEQt8P8SKE"
confusedeagledc,"District of Columbia, USA",Anticipating Future Directions of Tech-Enabled Terror https://t.co/yqMtGOezjT
EnglandTesla,"Brookline, MA","GoPro is a 'standout' as supply crunch plagues other tech names, analyst says in upgrade - MarketWatch https://t.co/WrXC5f7WHW"
NicoleRead4,Canada,Seeing the beauty that is the Tech Kotobukiya statue makes me truly realize just how bad I’m gonna need medical attention when the Crosshair one is revealed.
TheEbinFlow,"Charlotte, NC","@Ringo1991 @RBReich @TIME Because he's been very open, consistent, and reliable about making plans and sticking to then and his plans show he wants to maximize good for mankind

I'm happy he's making lots of money. The magic tech we get from his engineering and leadership prowess will astound all 

3/end"
Rei96234818John,"Framingham, MA",@GitchiGamiFan @creedmore_acres @theblaze Roe happened in ‘73 I think they didn’t have the medical technology that we have now sonograms high tech imaging if they had Roe never would have happened. Laws regarding medical issues have to be updated.
Bquittem,"Minneapolis, MN","@duudestellar @RealNatashaChe I largely agree with her point. 

And I made a distinction between two quite dissimilar paths. 

Money (bitcoin) vs Tech (Eth, Sol, etc)"
Sigalow,New York,"All of the tech founders who moved to NYC this year are asking themselves the same question, so I might as well answer it:

Yes, it is always in the 50s and sunny here in December.

(Just don’t look at prior years on https://t.co/lIpIiPHzpf)"
